PID,CM_ID,GIS_ID,ST_NUM,ST_NAME,ST_NAME_SUF,UNIT_NUM,ZIPCODE,PTYPE,LU,OWN_OCC,OWNER,MAIL_ADDRESSEE,MAIL_ADDRESS,MAIL CS,MAIL_ZIPCODE,AV_LAND,AV_BLDG,AV_TOTAL,GROSS_TAX,LAND_SF,YR_BUILT,YR_REMOD,GROSS_AREA,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_BTH_STYLE2,R_BTH_STYLE3,R_KITCH,R_KITCH_STYLE,R_KITCH_STYLE2,R_KITCH_STYLE3,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW,S_NUM_BLDG,S_BLDG_STYL,S_UNIT_RES,S_UNIT_COM,S_UNIT_RC,S_EXT_FIN,S_EXT_CND,U_BASE_FLOOR,U_NUM_PARK,U_CORNER,U_ORIENT,U_TOT_RMS,U_BDRMS,U_FULL_BTH,U_HALF_BTH,U_BTH_STYLE,U_BTH_STYLE2,U_BTH_STYLE3,U_KITCH_TYPE,U_KITCH_STYLE,U_HEAT_TYP,U_AC,U_FPLACE,U_INT_FIN,U_INT_CND,U_VIEW,Berdo_Address,ZIP,EUI
1300723000_,,1300723000_,278,BLUE HILL,AV,,02119_,13,RC,N,NUESTRA QUINCY COMMONS LAND,NUESTRA QUINCY COMMONS LAND ,56 WARREN ST  STE  #200  ,ROXBURY   MA,02119_,575700,1729300,2305000,3939982,43365,2013,,48447,48447,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278 Blue Hill Ave,2119,32.2
1300740000_,,1300740000_,125 R,QUINCY,ST,,02121_,132,RL,N,WALKER BOBBY,C/O MAMIE L WALKER ,34 FAYSTON  ST,DORCHESTER   MA,02121_,17100,0,17100,18109,2000,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 Quincy St,2121,64
1300952000_,,1300952000_,196 198,QUINCY,ST,,02121_,414,I,N,DB PEARL QALICB LLC,C/O  DB PEARL QALICB  LLC,594 COLUMBIA RD STE 302,DORCHESTER    MA,02125_,601700,1309300,1911000,4848207,83374,1930,,72000,36000,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196 Quincy St,2121,101.6
1301235000_,,1301235000_,713,DUDLEY,ST,,02125_,125,A,N,LIONHEAD  APARTMENTS  LLC,C/O  LIONHEAD  APARTMENTS  L,621  COLUMBUS  AV,BOSTON    MA,02118_,757796,2902358,3660154,3876103,8179,1920,1994,37254,31932,7,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713 Dudley St,2125,64
1301320010_,,1301320010_,516,COLUMBIA,RD,,02125_,907,EA,N,ST KEVIN'S LP,PLANNING OFFICE URBAN AFFAIR,84 STATE ST STE 600 ,BOSTON MA,02109_,774100,2341900,3116000,0,47100,2014,2014,54801,40222,2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516 Columbia Rd,2125,21.1
1301742000_,,1301742000_,543,COLUMBIA,RD,,02125_,985,E,N,CITY OF BOSTON, ,543 COLUMBIA RD,DORCHESTER MA,02125_,1000000,8088100,9088100,0,24533,1918,2007,34876,30952,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543 Columbia Rd,2125,308.4
1302104020_,1302104020_,1302104020_,8,PEARL,ST,,02125_,995,CM,N,EIGHT PEARL ST CONDO TRUST,C/O VINH  NGUYEN ,8 PEARL  ST ,DORCHESTER   MA,02125_,0,0,0,0,4500,2008,2007,0,0,3,R,DK,F,S,15,6,3,0,M,M,M,3,M,M,M,F,C,0,G,G,G,N,A,,DK,3,0,0,C,G,,,,,,,,,,,,,,,,,,,,8 Pearl St,2129,7.1
1302651000_,,1302651000_,100,SAVIN HILL,AV,,02125_,976,E,N,ROMAN CATH ARCH BOSTON, ,100 SAVIN HILL AVE,DORCHESTER MA,02125_,1656600,6201400,7858000,0,43790,1899,2010,61152,40768,2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 Savin Hill Ave,2125,42.6
1303410000_,,1303410000_,325,MT VERNON,ST,,02125_,976,E,N,CITY OF BOSTON, ,325 MOUNT VERNON,DORCHESTER MA,02125_,5256800,10335700,15592500,0,131077,1950,,113400,75600,2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325 Mt. Vernon St.,2125,96.3
1303412000_,,1303412000_,375 -401,MT VERNON,ST,,02125_,13,RC,N,PENINSULA HOUSING I LLC,C/O NATIONAL DEVELOPMENT,2310 WASHINGTON ST,NEWTON MA,02462_,7890800,43321200,51212000,54990421,94424,2005,,225128,201924,9,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401 Mt Vernon St,2125,101.5
1303447000_,,1303447000_,240,MT VERNON,ST,,02125_,962,E,N,UNIVERSITY OF MASS BLDG AUTH,C/O U MASS BLDG AUTHORITY,333 SOUTH ST,SHREWSBURY   MA,01545_,1752813,2347198,4100011,0,116607,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240 Mt. Vernon Street,2125,80.2
1400030000_,,1400030000_,85,OLNEY,ST,,02121_,976,E,N,CITY OF BOSTON, ,80 ONLEY,DORCHESTER MA,02121_,9770900,15835100,25606000,0,315541,1899,2005,182832,137124,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Olney St.,2121,122.6
1400035000_,,1400035000_,22,BEECHWOOD,ST,,02121_,13,RC,N,GENEVA AV ELDERLY HOUSING,C/O RICH HOWLETT MALONEY PRO,27 MICA LN 3RD FLOOR,WELLESLEY MA,02481_,1308100,533400,1841500,2303974,33954,2003,,41250,41250,6,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 Beechwood Street,2121,56.7
1400064000_,,1400064000_,223 325,COLUMBIA,RD,,02121_,125,A,N,SECRETARY OF HOUSING,C/O WINN RESIDENTIAL-G GRAZI,6 FANEUIL HALL MARKETPLACE,BOSTON MA,02109_,185898,381257,567155,600617,6812,1925,,11424,8568,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223 Columbia Road,2121,48.9
1400064000_,,1400064000_,223 325,COLUMBIA,RD,,02121_,125,A,N,SECRETARY OF HOUSING,C/O WINN RESIDENTIAL-G GRAZI,6 FANEUIL HALL MARKETPLACE,BOSTON MA,02109_,185898,381257,567155,600617,6812,1925,,11424,8568,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223-225 Columbia Road,2121,70.8
1400076000_,,1400076000_,148 144,GENEVA,AV,,02121_,13,RC,N,WASHINGTON COLUMBIA LPS,C/O WINN MANAGEMENT CO INC,6 FANEUIL HALL MRKTPLC,BOSTON MA,02109_,849831,1857529,2707360,2987136,12478,1925,2011,37085,29668,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144-148 Geneva Ave,2121,45.6
1400313000_,,1400313000_,77,LAWRENCE,AV,,02121_,976,E,N,CITY OF BOSTON, ,77 LAWRENCE AVE,DORCHESTER MA,02121_,6274000,12382200,18656200,0,85562,1899,2004,145145,108859,2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77 Lawrence Ave.,2121,49.3
1400314000_,,1400314000_,87 99,LAWRENCE,AV,,02121_,125,A,N,Q-G II HOUSING,C/O WINN MGT CO INC,6 FANEUIL HALL MRKTPLC,BOSTON MA,02109_,953145,1873436,2826581,2993349,13039,1925,1990,34496,25872,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87-99 Lawrence Ave,2121,87.8
1400359000_,,1400359000_,264 272,COLUMBIA,RD,,02121_,902,E,N,CITY OF BOSTON, ,264 COLUMBIA RD,DORCHESTER MA,02121_,2874093,8287653,11161746,0,111212,2003,,144008,144008,3,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264 Columbia Rd.,2121,64.3
1400641010_,,1400641010_,456 -476,BLUE HILL,AV,,02121_,323,C,N,GROVE HALL RETAIL CENTER LLC,C/O SAMUELS & ASSOC MNGMT,333 NEWBURY ST,BOSTON MA,02115_,8448100,4743400,13191500,33491836,219696,1999,,10125,10125,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456 - 474 Blue Hill Avenue,2121,170.8
1400692000_,,1400692000_,200 204,COLUMBIA,RD,,02121_,125,A,N,COLUMBIA WOOD LP,C/O DORCHESTER BAY EC DEV CP,594 COLUMBIA RD,DORCHESTER MA,02125_,255397,446041,701438,742823,6839,1900,2006,23824,17868,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 Columbia Road,2121,62
1400707000_,,1400707000_,180 178,COLUMBIA,RD,,02121_,125,A,N,WASHINGTON COLUMBIA LPS,C/O WINN MANAGEMENT CO INC,6 FANEUIL HALL MRKTPLC,BOSTON MA,02109_,914828,1999596,2914424,3086375,13432,1935,1989,37575,30060,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 Columbia Road,2121,56.3
1400737000_,,1400737000_,60,WASHINGTON,ST,,02121_,976,E,N,CITY OF BOSTON, ,60 WASHINGTON,DORCHESTER MA,02121_,10699093,28705286,39404379,0,119598,1899,2007,314750,247316,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 Washington St.,2121,77.1
1400832000_,,1400832000_,95 103,WASHINGTON,ST,,02121_,125,A,N,WASHINGTON COLUMBIA II, ,6 FANEUIL HALL MRKTPLC,BOSTON MA,02109_,1102745,1313887,2416632,2559213,12252,1920,2003,29360,22020,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95 Washington Street,2121,90.2
1400833000_,,1400833000_,108 102,COLUMBIA,RD,,02121_,125,A,N,WASHINGTON COLUMBIA II, ,6 FANEUIL HALL MRKTPLC,BOSTON MA,02109_,1412688,1683175,3095863,3278519,15691,1920,1991,40400,30300,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102-108 Columbia Rd,2121,74.2
1401002010_,,1401002010_,31,ERIE,ST,,02121_,125,A,N,ERIE-ELLINGTON LIMITED PRT, ,95B WASHINGTON ST,DORCHESTER MA,02121_,108098,207688,315786,334417,9251,2000,,4184,2092,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31 Erie Street,2121,22.2
1401034000_,,1401034000_,157 155,WASHINGTON,ST,,02121_,13,RC,N,ONE 57 WASHINGTON ST AB&W,C/O MARY SUGRUE,6 FANEUIL HALL MARKETPLACE,BOSTON MA,02109_,310800,3159700,3470500,4752433,30784,2011,,40650,31906,4,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157 Washington St,2121,103.9
1401065000_,,1401065000_,129 135,COLUMBIA,RD,,02121_,125,A,N,SECRETARY OF HOUSING,C/O WINN RESIDENTIAL-G GRAZI,6 FANEUIL HALL MARKETPLACE,BOSTON MA,02109_,760249,1559192,2319441,2456288,27850,1999,,0,0,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129-135 Columbia Road,2121,44.7
1402009000_,,1402009000_,214,HARVARD,ST,,02124_,125,A,N,GRANDFAMILIES LP,C/O WINN RES/ACCOUNTING DPET,6 FANEUIL HALL ,BOSTON MA,02109_,1070100,1783900,2854000,3022386,26114,1998,,37864,28407,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214 Harvard St,2124,6.2
1402076000_,,1402076000_,88,NIGHTINGALE,ST,,02124_,13,RC,N,HOPE IN DORCHESTER LPS,C/O WINN RES/ACCOUNTING DEPT,6 FANEUIL HALL ,BOSTON MA,02109_,102989,89036,192025,234573,4447,2004,,21146,15900,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88 Nightingale Street,2124,46.6
1402200000_,,1402200000_,102,TALBOT,AV,,02124_,13,RC,N,LBB APARTMENTS LLC,C/O LBB APARTMENTS LLC,1542 COLUMBUS AV STE 2,BOSTON MA,02119_,82886,189815,272701,312972,2600,1920,,7232,5424,3,R,RE,F,B,15,6,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,,,,,,,,,,,,,,,,,,,,,,,,,,,102 Talbot Avenue,2124,97.8
1402804000_,,1402804000_,754,BLUE HILL,AV,,02121_,13,RC,N,LBB APARTMENTS LLC,C/O LBB APARTMENTS LLC,1542 COLUMBUS AV STE 2,BOSTON MA,02119_,189750,434537,624287,716481,5957,1920,2004,14920,11190,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754 Blue Hill Avenue,2121,115.2
1402922010_,,1402922010_,112 114,BERNARD,ST,,02124_,125,A,N,TALBOT BERNARD HOUSING LLC,C/O WINN RESIDENTIAL,6 FANEUIL HALL MRKTPLC,BOSTON MA,02109_,1530200,2731800,4262000,4513458,86111,2003,,9666,7281,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112 Bernard St,2124,54.8
1404300020_,,1404300010_,150,AMERICAN LEGION,HW,,02124_,976,E,N,EDWARD W BROOKE CHARTER,EDWARD W BROOKE CHARTER SCHO,190 CUMMINS  HW ,BOSTON  MA,02131_,1144000,5619000,6763000,0,41212,1950,2013,51701,51701,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 American Legion Highway,2124,91.5
1404338000_,,1404338000_,140,AMERICAN LEGION,HW,,02124_,125,A,N,WFH HOUSING LLC,C/O WFH HOUSING LLC ,ONE JOHN ELIOT SQ,ROXBURY MA,02119_,1167500,5225500,6393000,6770187,78266,1940,1970,28080,21060,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140 AMERICAN LEGION HWY,2124,157.4
1404349000_,,1404349000_,901 907,BLUE HILL,AV,,02124_,907,EA,N,FIELDSTONE APARTMENTS LP,C/O PEABODY PROPERTIES,159 BURGIN PARKWAY,QUINCY MA,02169_,2189254,2991033,5180287,0,47684,1900,1998,56432,50544,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901 - 907 Blue Hill Ave,2124,50.1
1404445000_,,1404445000_,436,HARVARD,ST,,02124_,125,A,N,HARVARD HILL UE LLC,C/O WINN RESIDENTIAL-G GRAZI,6 FANEUIL HALL MARKETPLACE,BOSTON MA,02109_,521176,640419,1161595,1230129,41155,0,,1,1,2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436 Harvard St,2124,66.1
1405196450_,,1405196450_,465 -469,HARVARD,ST,,02124_,125,A,N,HARVARD COMMONS LP,C/O CRUZ DEVELOPMENT CORP,1 JOHN ELIOT SQ,ROXBURY MA,02119_,1772578,1647068,3419646,3621405,129852,2004,,6687,4458,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465 - 469 Harvard Street,2124,760.1
1500287000_,,1500287000_,1342 1334,DORCHESTER,AV,,02122_,316,C,N,MJR REALTY INC, ,1332 DORCHESTER AV,DORCHESTER MA,02122_,555662,880494,1436156,3643528,32869,1955,1997,38833,35233,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334 Dorchester Ave,2122,9.8
1500389000_,1500389000_,1500389000_,46,ADAMS,ST,,02122_,995,CM,N,HERITAGE HILL CONDO TR, ,46 ADAMS,DORCHESTER MA,02122_,0,0,0,0,14941,1999,1999,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,LR,32,0,0,B,A,,,,,,,,,,,,,,,,,,,,46 Adams Street,2122,85.1
1500551002_,1500551000_,1500551000_,1460,DORCHESTER,AV,C-1,02122_,356,CC,N,TRAN MINH V  TS,C/O MINH V TRAN  TS,1460 DORCHESTER AV # C-1 ,DORCHESTER MA,02122_,0,368500,368500,934885,2053,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460 Dorchester Avenue,2122,70
1501583000_,,1501583000_,175,ADAMS,ST,,02122_,406,I,N,N E TEL & TEL CO OF NY,C/O DUFF AND PHELPS,PO BOX 2749,ADDISON TX,75001_,1086400,2359100,3445500,8741234,40300,1925,2003,106380,84660,5,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175 ADAMS ST,2124,122.8
1502003000_,,1502003000_,370,COLUMBIA,RD,,02125_,976,E,N,CITY OF BOSTON PUB FACIL, ,370 COLUMBIA RD,DORCHESTER MA,02125_,2602300,9028200,11630500,0,84218,1899,2001,53270,53270,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370 Columbia Road,2125,389
1502411010_,,1502411010_,392,COLUMBIA,RD,,02125_,125,A,N,COLUMBIA WEST LP,C/O PEABODY PROPERTIES,536 GRANITE ST,BRAINTREE MA,02184_,1275300,2389200,3664500,3880706,33694,2004,,40603,29756,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392 Columbia Rd,2125,66.1
1502434000_,,1502434000_,422,COLUMBIA,RD,,02125_,125,A,N,GLENDALE ASSOCIATES LP,C/O COLUMBIA RD PROP,414 COLUMBIA RD REAR,DORCHESTER MA,02125_,956247,1423224,2379471,2519860,9516,1920,2001,28902,24085,5,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422 Columbia Rd,2125,59
1502435000_,,1502435000_,414 418,COLUMBIA,RD,,02125_,125,A,N,GLENDALE ASSOCIATES LP,C/O COLUMBIA RD PROP,414 COLUMBIA RD REAR,DORCHESTER MA,02125_,1186779,1766336,2953115,3127349,11809,1920,1989,26444,19833,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414 Columbia Road,2125,55.7
1503107000_,,1503107000_,1216,DORCHESTER,AV,,02125_,985,E,N,CITY OF BOSTON, ,1216 DORCHESTER AVE,DORCHESTER MA,02125_,16940600,7387400,24328000,0,217771,1899,1985,103038,103038,2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216 Dorchester Ave.,2125,69.7
1503123000_,,1503123000_,130,AUCKLAND,ST,,02125_,125,A,N,SAVIN HILL APARTMENTS CO LPS,C/O JAY NOONAN,150 MT VERNON ST STE 520,DORCHESTER MA,02125_,3725334,9016411,12741745,13493508,74330,1920,1980,145206,121163,5,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 Auckland Street,2125,53.4
1600579000_,,1600579000_,103,CLAYTON,ST,,02122_,400,I,N,ONE-03  CLAYTON  STREET  LLC,C/O  103  CLAYTON  STREET  L,PO BOX 220801,DORCHESTER   MA,02122_,1005200,669300,1674500,4248207,74443,1912,2013,40696,34321,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103 CLAYTON STREET,2122,39.9
1600667000_,,1600667000_,1526 1530,DORCHESTER,AV,,02122_,31,RC,N,H LEVENBAUM REALTY INC, ,1534 DORCHESTER AV,DORCHESTER MA,02122_,1755000,1531000,3286000,6733868,19559,1920,2015,43303,30984,3.5,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524-1530 Dorchester Ave.,2122,9.8
1601072000_,,1601072000_,321,CENTRE,ST,,02122_,304,C,N,BENTLEY ST JOSEPH REAL,C/O BENTLEY ST JOSEPH RE LLC,57 WINGATE ST,HAVERHILL MA,01830_,2144300,2369200,4513500,11450750,79735,1953,2009,46952,33879,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321 Centre Street,2122,235.9
1601273000_,,1601273000_,225,CENTRE,ST,,02124_,101,R1,Y,DOHERTY AGNES E,C/O MARGARET M DOHERTY ,225 CENTRE ST,DORCHESTER MA,02124_,113400,208700,322100,341103,2784,1915,0,3031,1902,2,R,CL,G,U,8,3,2,0,N,S,,1,S,,,W,N,0,A,A,A,N,A,,,,,,,,,,,,,,,,,,,,,,,,,,,225 Centre St,2119,57.8
1601331000_,,1601331000_,1749,DORCHESTER,AV,,02124_,13,RC,N,CODMAN SQ APARTMENTS LLC,C/O WINN MGT CO INC,6 FANEUIL HALL MARKETPLACE,BOSTON MA,02109_,128521,283981,412502,485612,5446,1910,2013,8648,6486,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749 Dorchester Avenue,2124,106.8
1602324000_,,1602324000_,21,QUEEN,ST,,02122_,985,E,N,THE NEIGHBORHOOD HOUSE CHART,C/O NORTHEASTERN FAMILY INST,10 HARBOR ST,DANVERS MA,01923_,3372900,14582800,17955700,0,102235,1968,2005,66449,51094,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 Queen St,2122,57.6
1602405010_,,1602405010_,41,NORWOOD,ST,,02122_,312,C,N,GOLBERG   KENNETH,C/O  KENNETH  GOLBERG,33 BRADFORD  ST  #4,CONCORD     MA,01742_,3088400,7642100,10730500,27223279,26546,2015,,97715,97715,5,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41 Norwood St,2122,16
1602418001_,,1602418001_,50,REDFIELD,ST,,02122_,344,C,N,PF REDFIELD LLC,C/O TINA BRZEZENSKI,50 TERMINAL ST,CHARLESTOWN MA,02129_,3400500,2819500,6220000,15780140,54733,1984,,43380,42669,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 Redfield Street,2122,40.8
1602997002_,1602997000_,1602997000_,59 -69,MSGR P J LYDON,WY,101,02124_,102,CD,N,HA KHOA,C/O KHOA HA,59 MSGR P J LYDON WAY #101,DORCHESTER     MA,02124_,0,153200,153200,162239,844,1986,0,844,844,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,N,F,4,2,1,1,N,N,,O,S,E,N,0,N,A,A,59 Msgr Lydon Way,2124,40
1603095000_,,1603095000_,1894 1884,DORCHESTER,AV,,02124_,325,C,N,GORDON FREDERICK M TRST,C/O TEDESCHI FOOD SHOPS,14 HOWARD ST,ROCKLAND MA,02370_,258900,261100,520000,1319240,7862,1952,2001,2599,2166,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884 Dorchester Ave,2124,51.3
1603457000_,,1603457000_,725,ADAMS,ST,,02124_,113,A,N,ADAMS ST VILLAGE LLC,C/O JOHN M CORCORAN & CO,100 GRANDVIEW RD,BRAINTREE MA,02184_,1561932,3295166,4857098,5148667,27219,1970,2006,76100,76100,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725 Adams St,2124,53.7
1603457001_,,1603457001_,735,ADAMS,ST,,02124_,113,A,N,CORCORAN JOHN M TRST,C/O CORCORAN & CO ATT:R E,100 GRANDVIEW RD,BRAINTREE MA,02184_,1232078,2599283,3831361,4057411,21469,1970,,0,0,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735 Adams St,2124,46.4
1603905010_,,1603905010_,301,NEPONSET,AV,,02122_,974,E,N,CITY OF BOSTON, ,301 NEWPONSET AV,DORCHESTER MA,02122_,1065600,3700500,4766100,0,52286,1899,1998,20800,10400,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301 Neponset Ave,2122,134.4
1603954000_,,1603954000_,337,NEPONSET,AV,,02122_,958,E,N,BOSTONIAN FOUNDATION INC, ,337 NEPONSET AVE,DORCHESTER MA,02122_,2473500,3577500,6051000,0,39440,1972,,47856,35892,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337 Neponset Avenue,2122,76.9
1604327000_,,1604327000_,151,HALLET,ST,,02124_,907,EA,N,KEYSTONE APARTMENTS CO LPS, ,151 HALLET ST,DORCHESTER MA,02124_,11484200,12354300,23838500,0,294653,1910,1979,279125,279125,5,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151 Hallet Street,2124,61.9
1604854024_,1604854020_,1604854010_,1906 -1918,DORCHESTER,AV,502,02124_,102,CD,Y,FLYNN ROBERT P  JR,C/O ROBERT P FLYNN JR,1906-1918 DORCHESTER AVE #50,DORCHESTER  MA,02124_,0,298000,298000,315582,886,2006,,886,886,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,N,F,5,2,1,0,M,,,O,M,F,C,0,N,G,G,1906 -1918 DORCHESTER Ave,2122,70.9
1605017010_,,1605017010_,2100 -2150,DORCHESTER,AV,,02124_,305,C,N,STEWARD CARNEY HOSPITAL INC,C/O STEWARD CARNEY HOSPITAL ,500 BOYLSTON ST  5TH FLOOR ,BOSTON      MA,02116_,11200000,44450900,55650900,141186333,510182,1953,2011,502144,502144,10,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100 Dorchester Avenue,2124,189.5
1605381002_,1605381000_,1605381000_,135,GRANITE,AV,1,02124_,102,CD,Y,MAGRASS JOSE,C/O JOSE MAGRASS,135 GRANITE AVE  # 1,DORCHESTER MA,02124_,0,165000,165000,174736,766,1967,0,766,766,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,Y,F,4,2,1,0,S,,,F,S,W,N,0,N,A,F,135 Granite Avenue,2124,41.4
1700077000_,,1700077000_,12,ALGONQUIN,ST,,02124_,13,RC,N,NOR-AL HOUSING ASSOCIATES,C/O WINGATE MNGMT CO,BLUESTONE PL / 100 WELLS AVE,NEWTON    MA,02459_,151409,389430,540839,804561,3051,1910,2015,8900,7120,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 Algonquin Street,2124,85.5
1701601000_,,1701601000_,155 159,NORFOLK,ST,,02124_,130,RL,N,LESLEY WILLIE,C/O SKYBRIDGE PROPERTIES LLC,11 ACADIA AVENUE,SAUGUS MA,01906_,126500,0,126500,133964,6800,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159 Norfolk Ave,2119,250.5
